STATE	COUNTY	FIPS	STCTY	AREA_KM	Bailey_Eco	USDA_FRR	Lon	Lat	Brl1992	Bkw1992	Crn1992	Oat1992	Pnt1992	Ptt1992	Pls1992	Ric1992	Rye1992	Sgm1992	Soy1992	Swt1992	Wht1992	Cat1992	Swn1992	Ckn1992	Tky1992	Brl2002	Bkw2002	Crn2002	Oat2002	Pnt2002	Ptt2002	Pls2002	Ric2002	Rye2002	Sgm2002	Soy2002	Swt2002	Wht2002	Cat2002	Swn2002	Ckn2002	Tky2002	Brl2012	Bkw2012	Crn2012	Oat2012	Pnt2012	Ptt2012	Pls2012	Ric2012	Rye2012	Sgm2012	Soy2012	Swt2012	Wht2012	Cat2012	Swn2012	Ckn2012	Tky2012	Brl2017	Bkw2017	Crn2017	Oat2017	Pnt2017	Ptt2017	Pls2017	Ric2017	Rye2017	Sgm2017	Soy2017	Swt2017	Wht2017	Cat2017	Swn2017	Ckn2017	Tky2017	Hmn1992	Hmn2002	Hmn2012	Hmn2017
CT	Fairfield County	9001	1_10	1686.027971968	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-73.38963532	41.27334566	6.4039625e-08	0.0	0.001890110627808	2.258139134e-06	0.0	4.6220502e-08	4.8343931336e-05	0.0	2.75534476e-07	5.639201e-08	0.0	0.0	6.23543512e-07	0.768038523151975	0.0775173498682299	2.31557054850968	0.171241264415516	7.0287393e-08	0.0	0.000738591542809	1.286259291e-06	0.0	1.21027442e-07	4.993669641e-06	0.0	4.7032986e-07	0.0	0.0	2.342913e-09	5.20126708e-07	0.400866729885629	0.0244886223633509	0	0.0928528075108699	0.0	0.0	0.0	0.0	0.0	3.8403753551e-05	2.8802815163e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.300706754828083	0.051600567396494	1.26925533596112	0.11684266410485	0.0	0.0	0.000444384333821	0.0	0.0	5.419321144e-06	1.806440381e-06	0.0	0.0	0.0	0.000433545691533	0.0	2.7096605721e-05	0.234796271828018	0.032585794379174	1.13737813805664	0.162482591150948	1.98650196555564	2.14312610691677	2.20508450911629	2.26346663412989
CT	New London County	9011	1_110	1779.73094244971	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-72.10113263	41.4892279	1.2793173e-08	0.0	0.03550550356684	3.4333443e-08	0.0	1.8237280349e-05	5.0124108485e-05	0.0	9.0893575e-08	5.6965421956e-05	5.856545e-09	0.0	5.6032737e-08	8.45418195923211	0.434800627616006	2170.17297912288	0.0	0.0	0.0	0.015365915772346	0.0	0.0	2.3059261e-08	2.0470850615e-05	0.0	7.1684108e-08	0.0	0.0	0.0	0.0	6.27266839245692	0.431416899633963	0	0.107531860604159	0.0	0.0	0.002944651369643	0.0	0.0	2.2738620615e-05	4.0929517107e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.42385355547787	0.684934992657905	9.34073775057143	0.0	0.0	0.0	0.011406175024797	0.0	0.0	1.3645790369e-05	2.3880133146e-05	0.0	0.0	0.0	0.0	3.411447592e-06	0.0	5.26739997933672	0.43203048562216	3.86846419223433	0.296731182320001	0.579725328820298	0.601874561436643	0.623150658238896	0.608061614915208
DE	Kent County	10001	11_10	1566.18865302287	Outer Coastal Plain Mixed Forest	Southern Seaboard	-75.56576001	39.0860225	0.052304647755278	0.0	0.13512797648956	0.001046011504329	0.0	0.0	0.010659076496092	0.0	0.000406312189248	0.000926239346466	0.213566120167562	0.0	0.070188783087879	8.45888143940852	11.3286644082652	68.851054133295	0.0	0.030808168082687	0.0	0.139710317285445	0.000451530341516	0.0	0.007347166967652	0.022890543623074	0.0	0.000134315253939	0.000788678214117	0.179531903960709	3.72896e-10	0.053635051875084	6.38073001968277	1.13328469734844	0	0.0	0.037011672105478	0.0	0.129000818895976	0.0	0.0	0.0	0.014185568267179	0.0	0.0	0.0	0.154397895489437	0.0	0.072516935048885	5.93159705382212	0.0	4922.02838088588	0.320523328419556	0.016927488184993	0.0	0.12544366733463	0.0	0.0	0.0020273642911	0.005618408565136	0.0	0.000279013501448	0.000377370778937	0.135604576286655	0.0	0.038002040355541	3.57773501051546	0.0	6732.22838379429	0.0	0.286788146054736	0.34061211546186	0.420938531330581	0.456045164514071
CT	Tolland County	9013	1_130	1079.40082333494	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-72.33658114	41.85524005	1.036066e-08	0.0	0.054407460754217	6.25567769e-06	0.0	4.5156297187e-05	7.72065404e-07	0.0	4.70010406e-07	4.3812548042e-05	3.0284176e-08	0.0	8.745687851e-06	12.5476287029496	0.983303496960756	24.228200792561	0.0	0.0	0.0	0.023301574926445	0.0	0.0	2.533639e-08	3.821826052e-06	0.0	3.7067831e-07	0.0	0.0	0.0	0.0	9.24349298765001	0.163402045597095	0	0.0447298376497007	0.0	0.0	0.003179300469047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.90679328027228	0.338150566600836	2.03446203905536	0.356679364770623	0.0	0.0	0.013225526212492	0.0	0.0	0.0	2.796685602e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.51753258420754	0.176224240162541	0.836892371909165	0.570137247584691	0.482505321015175	0.533729263296447	0.572791128079786	0.566147724260218
DE	New Castle County	10003	11_30	1260.33299881939	Eastern Broadleaf Forest (Oceanic)	Southern Seaboard	-75.64038839	39.58110075	0.005344836880908	0.0	0.121015235152567	0.000182054588851	0.0	8.23544323e-07	1.9114465618e-05	0.0	0.00025442156804	0.000125382402486	0.092169119561251	3.35276853e-07	0.034692728110444	3.09657086261531	0.950167989828404	0.218408369726364	0.0809032692537681	0.002973748137205	9.520536e-09	0.066414341540932	6.98293577e-07	0.0	1.0468925328e-05	0.001209155192251	0.0	0.000250040591126	1.497723516e-06	0.106967245731249	7.12945032e-07	0.043287719665083	2.39376054078739	0.0814402823889712	0	0.0122022898457965	0.012882320026617	0.0	0.073209595365622	0.0	0.0	0.0	1.9265682991e-05	0.0	0.0	0.0	0.072194936061432	0.0	0.033233303159394	1.36154492630723	0.0245966740766626	0.0	0.0	0.005382767203281	0.0	0.051464505943564	0.0	0.0	0.0	1.2385566505e-05	0.0	0.0	0.0	0.053676568121442	0.0	0.017206028989411	1.14219256901512	0.08875558548081	126.299810246679	0.101609842688376	1.4190365683103	3.27611447783932	3.4612411016836	1.78517343933761
CT	Windham County	9015	1_150	1352.48587221361	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-71.98763482	41.83086233	1.4916878358e-05	0.0	0.057768914232479	3.6809015281e-05	0.0	8.3425671e-08	9.061428158e-06	0.0	0.0	0.000227820168566	0.0	0.0	3.1831487443e-05	12.4517736619313	2.02882254134969	323.761353578317	0.0	0.0	0.0	0.024506520613612	0.0	0.0	1.7967707011e-05	3.2907107393e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.8028065496356	0.511219890855239	0	0.3022924629318	0.0	0.0	0.002582239530716	0.0	0.0	4.7874661056e-05	3.8898162108e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.21302479250259	0.638823678495092	40.9224237658125	0.0	0.0	0.0	0.013224799185642	0.0	0.0	8.931149205e-06	2.2327873013e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.8894933433381	0.21462424205642	0.375730356916252	0.041931728525162	0.306765637474784	0.332357125031411	0.354621384086838	0.348275127742723
DE	Sussex County	10005	11_50	2482.86685426268	Outer Coastal Plain Mixed Forest	Southern Seaboard	-75.3964282	38.66232458	0.026467111513963	0.0	0.144916612080595	4.773621914e-05	0.0	6.7583327e-08	0.016208719901132	0.0	0.000850648077825	0.000241463619895	0.205870727628859	6.7583327e-08	0.041773590352445	5.01642886892704	40.6237061698878	0.324266563556336	0.0	0.015782240289716	0.0	0.181238586747945	4.10696065e-07	0.0	9.037344395e-06	0.011643003110271	0.0	0.000536001044892	0.000255983589943	0.142549375209876	9.2900705e-08	0.034654266559054	3.87083602615826	4.04965034331124	0	0.0	0.024642689396889	0.0	0.17164149033125	0.0	0.0	5.215728955e-05	0.016577868500282	0.0	0.000637296881684	0.001052925282783	0.139250183605648	3.2598305969e-05	0.067222596652946	2.90752602686139	0.0	14297.056621887	0.0	0.010415654402115	0.0	0.150857597532613	0.0	0.0	0.0	0.011842107438355	0.0	0.000332414502195	0.000333688120978	0.113501085027302	9.9342265024e-05	0.02890477826559	1.78507923020032	0.0	12181.4291334246	0.0	0.184549945898898	0.267605488289215	0.322506444318218	0.365660838475085
NJ	Atlantic County	34001	12_10	1500.49078081161	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.67343161	39.48139827	1.2787784e-05	0.0	0.002761009406487	1.8931775404e-05	0.0	0.001650772824055	0.00255335436511	0.0	0.000523635266111	1.9037291771e-05	0.001108989246991	0.001650772824055	9.2250505321e-05	0.1283506852627	0.357489296247549	1.33747911291459	0.0	3.68821047e-06	0.0	0.002791704902356	4.75517898e-07	0.0	0.001169321084133	0.001873854236744	0.0	0.000609714266274	1.05346789e-07	0.000178561857715	0.001166424065734	4.6761189012e-05	0.0717095747920241	0.0105441313858575	0	0.0004865606823615	0.0	0.0	0.001402453527314	0.0	0.0	0.00147257620368	0.000582557619038	0.0	0.000191488846999	0.0	0.0	0.001413241631371	0.000733591075826	0.0719764502261925	0.3232275774048	0.636458425611511	0.0	0.0	0.0	0.002023186988364	0.0	0.0	0.0	1.8752505556e-05	0.0	0.0	0.0	0.000533404602494	0.001050140311159	0.0	0.033466629028894	0.0	0.355776010137938	0.019050234985678	0.605003495296443	4.19534944289373	4.44490560442973	0.716040524094195
NJ	Cumberland County	34011	12_110	1340.01470394701	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-75.11216798	39.3705188	0.001717770605259	0.0	0.014692993750546	4.5578742052e-05	0.0	0.000161201101474	0.008664615765764	0.0	0.00220168963828	0.000310414270325	0.053388185378658	0.000161201101474	0.019437533038355	2.22739188998477	1.9720171925761	108.373553862116	0.0	0.001095527332677	0.0	0.022953724865735	3.66621751e-07	0.0	0.002710149233667	0.005831701802724	0.0	0.000823827675026	0.000211188563936	0.039614851479589	4.2077401388e-05	0.020755813703974	1.27965420899922	1.00933473728214	0	0.0002772470381553	0.0	0.0	0.021094795202396	0.0	0.0	0.000854663857162	0.002772372511925	0.0	0.000480182167098	0.004246139163145	0.0322356254818	5.7380258961e-05	0.020738433594109	0.61939618838149	0.079849870068542	0.135819405163227	0.0164177302944342	0.000278099372282	0.0	0.016921996257948	0.0	0.0	0.0	0.0	0.0	0.000453372085906	0.0	0.02525796651787	0.0	0.007359117002662	0.673915930864426	0.06525492732449	0.221751257456675	0.038113497375366	0.41691351198344	0.4448208869055	0.47458251901851	0.457290270872483
NJ	Essex County	34013	12_130	335.929052790235	Eastern Broadleaf Forest (Oceanic)	Northern Crescent	-74.24828289	40.78724658	2.80202805e-07	0.0	0.000449678726937	8.0151035e-07	0.0	0.0	5.98535736e-07	0.0	5.024101461e-06	4.10529691e-07	2.248138786e-06	0.0	5.434631152e-06	0.0071216524804948	0.0762583228317729	0.0291652809140922	0.0008352757686333	0.0	0.0	2.6200062059e-05	0.0	0.0	2.15039362e-07	2.67043152e-07	0.0	2.326334918e-06	0.0	0.0	0.0	4.105296914e-06	0.0035497670599261	0.0004216269810114	0	0.0001670551536278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060930751073058	0.006770083452562	0.0	0.0	9.37177025068984	9.58452368447012	9.44722933545908	9.59324537515047
